"country","Year","x","y"
"Aa",2008,3.12907978566363,13.5735168033279
"Ba",2008,6.29614527849481,28.4245513807982
"Ca",2008,3.60054358537309,24.4395572491921
"Da",2008,2.29169175494462,1.19203799404204
"Ea",2008,4.74354477226734,27.6411537076347
"Fa",2008,5.55646180734038,16.6725139035843
"Ga",2008,9.02499209111556,32.1238778289407
"Ha",2008,1.29198869527318,4.63605530001223
"Ia",2008,7.02327667991631,27.6361495819874
"Ja",2008,4.16516993381083,26.0495006190613
"Ka",2008,9.77526382124051,38.9123889254406
"La",2008,1.40702637680806,20.7616972168908
"Ma",2008,3.98158849519677,17.8669186881743
"Na",2008,3.75574388517998,7.53289016382769
"Oa",2008,9.79774962179363,28.1726494943723
"Pa",2008,1.89932290860452,19.9556034277193
"Qa",2008,9.52683548699133,23.4449925511144
"Ra",2008,6.33437010762282,33.5449430872686
"Sa",2008,4.81239330372773,15.5056867888197
"Ta",2008,9.4508656905964,41.3547190371901
"Ua",2008,1.76512185158208,12.1654191780835
"Va",2008,4.11444233730435,19.5640391181223
"Wa",2008,6.90460369782522,21.911302103661
"Xa",2008,7.75424313941039,33.2137936023064
"Ya",2008,6.95904787210748,27.9612427353859
"Za",2008,2.90050748013891,18.2780291996896
"Ab",2008,4.95711480593309,20.3090414330363
"Bb",2008,6.56376653863117,16.2388054314069
"Cb",2008,4.43741214345209,10.4330850369297
"Db",2008,9.0323578750249,23.1866878196597
"Eb",2008,9.48426311137155,16.7859421274625
"Fb",2008,5.17305056052282,11.9417443838902
"Gb",2008,3.64964662864804,9.17363840946928
"Hb",2008,9.51702455314808,29.4075391073711
"Ib",2008,8.56707455334254,32.2839367105626
"Jb",2008,2.15579784056172,12.7413432030007
"Kb",2008,9.27383534214459,21.9745590621606
"Lb",2008,9.76853456534445,30.1115678660572
"Mb",2008,3.92457876913249,24.6643749643117
"Nb",2008,3.72025815094821,10.0572777357884
"Ob",2008,2.11758545436896,18.7116032550111
"Pb",2008,5.95764250867069,19.8373093274422
"Qb",2008,5.7385373741854,31.6592391948216
"Rb",2008,7.77754065603949,22.3256014036015
"Sb",2008,9.85534708062187,25.5306167304516
"Tb",2008,9.80293489340693,37.7775404425338
"Ub",2008,6.80016158008948,20.9378799023107
"Vb",2008,2.44034827989526,24.1162801897153
"Wb",2008,3.89507388113998,24.7214468941092
"Xb",2008,6.95788028347306,15.8649495253339
"Yb",2008,7.88322051265277,39.6092437505722
"Zb",2008,4.68055566260591,18.4272976978682
"Ac",2008,2.96202351641841,20.0790686174296
"Bc",2008,9.09966055094264,22.6882024765946
"Cc",2008,8.85294021177106,23.5491776573472
"Dc",2008,7.24925830052234,18.6089177690446
"Ec",2008,8.33567388984375,22.2214673003182
"Fc",2008,6.18805357324891,22.3403443619609
"Gc",2008,9.49052413948812,38.9374701473862
"Hc",2008,2.12195341289043,17.1123578548431
"Ic",2008,6.21161106717773,29.258881399408
"Jc",2008,7.21207378711551,24.3956815134734
"Kc",2008,7.58961141319014,34.0469193779863
"Lc",2008,2.07718454487622,7.41556507209316
"Mc",2008,3.47386317420751,14.3746749982238
"Nc",2008,5.99494539550506,12.0360486349091
"Oc",2008,2.62312904978171,12.6565184732899
"Pc",2008,2.92247479502112,4.53019497357309
"Qc",2008,1.92598393629305,15.0095672272146
"Rc",2008,3.0707478960976,23.077075119596
"Sc",2008,6.81953045050614,27.5628776936792
"Tc",2008,5.59870517230593,11.9104083394632
"Uc",2008,3.13135123951361,20.8574262545444
"Vc",2008,6.35617028735578,16.0694168307818
"Wc",2008,8.06004571611993,22.6234450237826
"Xc",2008,6.31410654238425,11.3434239258058
"Yc",2008,1.79299522936344,17.0144395609386
"Zc",2008,6.9368076948449,23.8994571254589
"Ad",2008,3.0503501072526,7.57783966697752
"Bd",2008,5.74817203450948,29.1239391453564
"Cd",2008,4.81408010725863,25.4956445987336
"Dd",2008,9.31649251119234,33.0827338267118
"Ed",2008,5.59873889060691,18.2022153977305
"Fd",2008,3.12823964026757,16.5180259449407
"Gd",2008,5.73528920649551,14.8253091610968
"Hd",2008,6.91909899027087,17.1672062394209
"Id",2008,8.25222850451246,12.5852666543797
"Jd",2008,4.63455390045419,30.2671009064652
"Kd",2008,2.54537931224331,19.395333324559
"Ld",2008,1.54693197482266,3.44461644580588
"Md",2008,8.40350514114834,32.0283410851844
"Nd",2008,9.41136470623314,25.2836536029354
"Od",2008,2.88955062278546,6.24957625754178
"Pd",2008,8.34991627302952,27.5706979571842
"Qd",2008,6.50714869587682,19.2225083052181
"Rd",2008,9.49800268304534,37.8364466368221
"Sd",2008,9.546043649083,34.1219708854333
"Td",2008,8.94364273059182,18.9201233536005
"Ud",2008,5.41636671754532,15.295949568972
"Vd",2008,4.2794727361761,14.2436317754909
"Wd",2008,2.45473073516041,11.1952446578071
"Xd",2008,5.86506229476072,21.3581637688912
"Yd",2008,6.73991979425773,31.7491031759419
"Zd",2008,3.19818788790144,11.8213834636845
"Ae",2008,7.75293589988723,20.4133266876452
"Be",2008,6.91786948242225,31.2594808079302
"Ce",2008,9.33385850070044,30.6593186436221
"De",2008,1.65655592130497,2.61038253130391
"Ee",2008,6.80580185912549,17.0112372646108
"Fe",2008,4.6865006594453,16.2883778801188
"Ge",2008,1.29833449586295,7.94701514253393
"He",2008,8.66046910686418,30.5595743316226
"Ie",2008,7.57316435477696,23.2964618974365
"Je",2008,8.75536478171125,34.5143302353099
"Ke",2008,7.71400130167603,18.5939126540907
"Le",2008,7.69402709649876,18.7624648045748
"Me",2008,3.05530402367003,6.65338554000482
"Ne",2008,3.15752134122886,13.4317052094266
"Oe",2008,3.19329815171659,6.65995618700981
"Pe",2008,9.6174424123019,24.1777110225521
"Qe",2008,7.96954023907892,12.1798187405802
"Re",2008,4.13006999343634,22.1746203126386
"Se",2008,5.94499286729842,26.2105220393278
"Te",2008,4.06173920165747,17.1663228403777
"Ue",2008,7.51610445673577,37.7899111271836
"Ve",2008,8.75362946372479,29.7142453924753
"We",2008,4.95827707624994,22.5755035001785
"Xe",2008,9.33627490908839,35.3208511187695
"Ye",2008,2.11111562047154,13.8545633959584
"Ze",2008,5.07868099259213,27.3241033125669
"Af",2008,8.78521125111729,22.903394760564
"Bf",2008,1.83559471205808,11.1337976260111
"Cf",2008,2.51196306361817,17.7326529552229
"Df",2008,8.46721880347468,24.4455227809958
"Ef",2008,6.97112244367599,28.9769283412024
"Ff",2008,7.96378165367059,32.1912922547199
"Gf",2008,4.58480516145937,14.2013759920374
"Hf",2008,2.25068158796057,9.31213112035766
"If",2008,3.9465611462947,25.3194898623042
"Jf",2008,7.38154480303638,25.1049232403748
"Kf",2008,2.69987096195109,17.2502346499823
"Lf",2008,9.63930967240594,29.113005427178
"Mf",2008,9.49145090556704,42.000792236533
"Nf",2008,8.48645376670174,21.9942057514563
"Of",2008,7.07130148354918,20.7517880070955
"Pf",2008,3.93952017580159,17.8827330223285
"Qf",2008,2.08014578116126,16.2920691333711
"Rf",2008,8.65911993267946,27.9510703743435
"Sf",2008,9.60284766857512,17.2238275082782
"Tf",2008,7.90685541555285,20.7395913121291
"Uf",2008,1.64478825521655,13.4686522209086
"Vf",2008,3.28359365998767,7.9276418001391
"Wf",2008,3.21551402774639,19.5141872176901
"Xf",2008,7.49073697673157,25.5892178849317
"Yf",2008,2.57053937995806,17.5795210245997
"Zf",2008,7.10961459716782,36.7723659086041
"Ag",2008,1.7621753946878,8.89034888008609
"Bg",2008,4.68604957475327,24.6877737767063
"Cg",2008,5.72181364800781,21.198781541083
"Dg",2008,1.95764535176568,11.4009094391949
"Eg",2008,8.31904574250802,18.7104011038318
"Fg",2008,4.2199356588535,12.6126432376914
"Gg",2008,3.07828771974891,16.7869032844901
"Hg",2008,2.98556920653209,25.7507838248275
"Ig",2008,7.81034082639962,21.5742200799286
"Jg",2008,7.67546240473166,29.2086020717397
"Kg",2008,5.23198841139674,25.6423856155016
"Lg",2008,4.93213466415182,24.8845195011236
"Mg",2008,2.72045272937976,13.6779509917833
"Ng",2008,5.93468777206726,15.475057204254
"Og",2008,7.4658742423635,15.9470660295337
"Pg",2008,7.64469855907373,32.3435179442167
"Qg",2008,4.05152454925701,25.7163517028093
"Rg",2008,4.79987035691738,23.1369069232605
"Sg",2008,6.47122530266643,12.6034480868839
"Tg",2008,2.95768263773061,25.5303001059219
"Ug",2008,5.65329448343255,26.0842775558122
"Vg",2008,3.92997701233253,24.2232815674506
"Wg",2008,5.40454964432865,21.0147437765263
"Xg",2008,7.08442598488182,29.3207555850968
"Yg",2008,7.39924196572974,20.3861817661673
"Zg",2008,6.6722824499011,26.1926411846653
"Ah",2008,1.74628573493101,9.36984930466861
"Bh",2008,7.62362059974112,21.3928744117729
"Ch",2008,6.13479144009762,25.5950221084058
"Dh",2008,1.87284412025474,9.56864787591621
"Eh",2008,1.3556229013484,19.3235884616151
"Fh",2008,4.95857043866999,14.5842104773037
"Gh",2008,1.64503700076602,12.6348440321162
"Hh",2008,7.86388845345937,37.5741160623729
"Ih",2008,3.97766643506475,19.0474246712402
"Jh",2008,6.29212030116469,19.6437219767831
"Kh",2008,6.34996111597866,25.9880680236965
"Lh",2008,1.40148919308558,11.5472661703825
"Mh",2008,2.53880871529691,8.96351474476978
"Nh",2008,4.1630289547611,25.1442642221227
"Oh",2008,9.14203460025601,26.0132477907464
"Ph",2008,3.89726840588264,19.0301884580404
"Qh",2008,3.76766510354355,9.92773757642135
"Rh",2008,7.55099386465736,38.4457269129343
"Sh",2008,3.30567222367972,23.8618944361806
"Th",2008,4.48892433010042,14.6569439475425
"Uh",2008,4.20175118069164,18.0618388005532
"Vh",2008,6.39187542418949,17.2852771948092
"Wh",2008,5.0418152010534,23.5311859175563
"Xh",2008,2.53131819190457,6.5894537139684
"Yh",2008,4.8633798926603,21.229313487187
"Zh",2008,9.58065079641528,24.4975469470955
"Ai",2008,6.42890584678389,15.0118299880996
"Bi",2008,7.99000250152312,21.7439738633111
"Ci",2008,5.22692752932198,30.3703315728344
"Di",2008,7.41478877002373,20.2052398207597
"Ei",2008,2.24778731260449,13.8004320352338
"Fi",2008,6.02238236111589,9.37315933639184
"Gi",2008,6.08317480864935,34.4907806739211
"Hi",2008,9.75548171042465,19.78654491622
"Ii",2008,7.22548361052759,11.2148637021892
"Ji",2008,3.25346204452217,19.6949368342757
"Ki",2008,7.15420020115562,23.3899718513712
"Li",2008,7.97867058753036,33.6735097011551
"Mi",2008,8.52352778357454,26.4018990830518
"Ni",2008,7.83808767935261,13.5266603953205
"Oi",2008,4.03256345633417,10.8740310319699
"Pi",2008,9.45537908142433,37.674660957884
"Qi",2008,2.81668649544008,6.1619463218376
"Ri",2008,4.56734492373653,20.4861919940449
"Si",2008,6.71992762666196,11.110572562553
"Ti",2008,4.23621372762136,17.2755566886626
"Ui",2008,5.17056506010704,18.7682468537241
"Vi",2008,6.02705824142322,27.5107097825967
"Wi",2008,9.60207573091611,33.7981974347495
"Xi",2008,3.95274824392982,12.4963453514501
"Yi",2008,4.01204424723983,21.6134335924871
"Zi",2008,9.80634971847758,41.1347524793819
"Aa",2009,1.52196580567397,12.8382242266089
"Ba",2009,7.56786239449866,30.9637606423348
"Ca",2009,4.67260863562115,28.6514473948628
"Da",2009,4.01082923170179,14.1294954693876
"Ea",2009,8.11487543908879,36.4719135533087
"Fa",2009,3.27983332448639,8.01607936155051
"Ga",2009,1.58153763855807,12.9370918939821
"Ha",2009,6.90635659475811,18.473521319218
"Ia",2009,8.9990423580166,26.9405316924676
"Ja",2009,3.71986798383296,20.3259022072889
"Ka",2009,1.99061418068595,18.1931028445251
"La",2009,4.36166458483785,20.3893396225758
"Ma",2009,4.68961577489972,21.2950103725307
"Na",2009,8.27272737491876,21.6712466413155
"Oa",2009,4.55946597456932,9.31653695786372
"Pa",2009,2.05991416983306,20.9198588328436
"Qa",2009,8.10393069148995,20.1324030403048
"Ra",2009,5.50953013380058,29.307130987756
"Sa",2009,8.3342290550936,21.0280033126473
"Ta",2009,3.89565492514521,23.8273598067462
"Ua",2009,6.81001743883826,24.2275895434432
"Va",2009,4.55291174538434,20.6127712354064
"Wa",2009,6.64298719749786,26.0161124127917
"Xa",2009,3.25635391636752,25.4168596048839
"Ya",2009,4.38072508503683,20.627138087526
"Za",2009,1.27851662784815,16.2466714526527
"Ab",2009,2.13355108769611,19.7346569369547
"Bb",2009,8.56490603135899,21.8234746661037
"Cb",2009,2.80215132818557,2.95310728857294
"Db",2009,5.97902680770494,17.4465740569867
"Eb",2009,2.88941204268485,1.56513005401939
"Fb",2009,6.46925350604579,21.6753731518984
"Gb",2009,2.24488677596673,6.7905679885298
"Hb",2009,5.55836169142276,21.1062603485771
"Ib",2009,1.35662297555245,23.1735720220022
"Jb",2009,1.59277169383131,14.0089403628372
"Kb",2009,8.84848766308278,23.4382210657932
"Lb",2009,1.97835856000893,9.93198813870549
"Mb",2009,7.10986083233729,31.5306346137077
"Nb",2009,7.64064277196303,20.7768306024373
"Ob",2009,1.84677263582125,17.069894857239
"Pb",2009,6.86448416463099,17.2048021904193
"Qb",2009,5.19296675245278,25.3949573128484
"Rb",2009,5.01910145254806,20.4928307556547
"Sb",2009,2.33034861669876,4.38133348571137
"Tb",2009,4.15936222416349,27.9878497938626
"Ub",2009,7.89594761538319,18.7054588827305
"Vb",2009,9.20784012787044,40.0221939692274
"Wb",2009,1.37980112968944,16.9770886246115
"Xb",2009,9.2797431317158,26.0844134730287
"Yb",2009,8.52667796891183,38.969367579557
"Zb",2009,2.44595655472949,16.5223423507996
"Ac",2009,1.23172097583301,14.8810339970514
"Bc",2009,8.43340899515897,30.35959224822
"Cc",2009,9.23367497231811,30.1390010807663
"Dc",2009,3.34777308581397,3.13373001199216
"Ec",2009,8.07165948417969,15.4554025055841
"Fc",2009,6.39293900597841,25.4018394048326
"Gc",2009,4.25112649751827,28.447222485207
"Hc",2009,6.74908783193678,25.4149038628675
"Ic",2009,9.26070409128442,39.8270576819777
"Jc",2009,4.770140865352,21.6182480631396
"Kc",2009,6.85302044101991,25.5760716474615
"Lc",2009,6.92338451277465,14.7098462842405
"Mc",2009,7.5456371223554,27.1673679528758
"Nc",2009,1.82694875798188,7.13042887719348
"Oc",2009,8.57808562903665,24.5728732594289
"Pc",2009,1.81806378345937,1.13557514362037
"Qc",2009,4.28103864542209,11.8013789504766
"Rc",2009,4.06825478607789,23.0869586197659
"Sc",2009,1.00893338210881,15.7011976186186
"Tc",2009,3.1595043821726,6.95109179615974
"Uc",2009,6.45427565695718,20.0133487936109
"Vc",2009,5.94239647430368,14.871171921026
"Wc",2009,9.68637788505293,26.5393884959631
"Xc",2009,6.09104492957704,11.5145384222269
"Yc",2009,4.46738114161417,19.3107508528046
"Zc",2009,9.92550544370897,35.6609673551284
"Ad",2009,3.52797817857936,8.91158673819155
"Bd",2009,1.72238626773469,27.1975094969384
"Cd",2009,2.08203700883314,19.726427314803
"Dd",2009,7.16906243865378,32.7966641085222
"Ed",2009,9.36107560480013,19.8854916137643
"Fd",2009,1.35032040672377,11.6202854276635
"Gd",2009,8.82150233746506,23.2645387230441
